GeneName	H_PBS_1	H_PBS_2	H_PBS_3	H_Mono_1	H_Mono_2	H_Mono_3	H_PFF_1	H_PFF_2	H_PFF_3	S_PBS_1	S_PBS_2	S_PBS_3	S_Mono_1	S_Mono_2	S_Mono_3	S_PFF_1	S_PFF_2	S_PFF_3
ENSG00000275728	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0
ENSG00000275733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275734	43	23	22	15	20	19	33	36	15	18	17	24	41	22	16	28	15	11
ENSG00000275740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275741	0	0	2	1	0	4	0	0	0	4	0	1	1	3	1	1	2	0
TRBV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5_8S_rRNA	1	0	0	0	1	5	0	1	1	2	0	1	3	2	2	6	1	1
ENSG00000275759	6	9	2	1	3	5	5	1	0	18	19	14	12	18	12	18	10	12
ZNF516-DT	0	0	0	0	0	2	1	0	0	8	6	11	10	4	3	10	4	8
ENSG00000275764	92	77	81	89	56	102	97	88	46	54	95	89	96	63	76	99	42	49
ENSG00000275765	39	12	17	17	13	24	18	12	8	6	7	12	12	10	14	7	8	9
ENSG00000275767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2AXP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275769	7	6	9	7	3	3	13	7	2	1	2	3	4	5	4	1	2	3
MIR6505	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
OR4G6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000275773	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL185P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7G15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8064	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
TRBV10-3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
RIMBP3	10	2	8	4	11	7	4	6	5	3	3	1	10	4	3	5	0	1
ENSG00000275799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL736P	0	0	0	0	0	0	1	0	0	3	0	1	1	0	1	2	0	1
ENSG00000275805	0	0	0	0	0	0	0	0	0	3	6	7	7	1	6	9	1	3
ENSG00000275807	17	17	13	17	14	18	17	12	10	15	11	10	27	19	33	34	11	17
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HTR1DP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275812	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	1
MIR6500	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1
MIR6818	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000275823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEK2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03082	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARHGAP23	438	266	307	259	243	343	251	363	348	89	88	94	138	84	71	128	78	81
ENSG00000275833	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000275834	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
TUBGCP5	1	1	2	3	4	1	5	30	7	1	17	4	38	0	1	8	6	25
MIR6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275839	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275846	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000275850	2	1	1	0	1	0	3	0	0	0	0	0	1	1	0	1	0	1
LINC01742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275854	13	9	10	8	8	11	10	7	5	7	16	19	15	5	12	13	8	7
ENSG00000275856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275857	2	0	2	2	0	0	1	1	0	4	3	8	7	2	5	6	5	5
MIR6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275869	0	0	0	0	0	0	0	0	0	4	1	5	2	2	0	2	0	0
ENSG00000275871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PICSAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5_8S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL43P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NAXD-AS1	1	0	3	1	1	3	2	3	2	3	4	6	7	6	3	10	3	9
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKGP1	95	7	12	10	90	9	14	6	47	6	5	2	11	6	9	7	7	42
ENSG00000275888	14	12	18	9	15	24	2	9	12	0	0	0	0	1	0	0	0	0
ENSG00000275894	16	7	8	8	13	13	10	12	7	3	0	0	2	2	3	1	0	1
ENSG00000275895	391	59	51	72	190	68	268	68	41	26	36	46	58	55	44	41	23	29
PRSS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275897	4	1	1	1	5	2	2	1	1	2	3	4	2	4	5	3	0	4
ENSG00000275898	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0	1	0
ENSG00000275902	15	4	12	1	8	4	11	7	2	45	60	42	51	47	44	48	33	36
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPGP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275908	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6807	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	1	0	0	1	3	1	0	3	0	0	1	4	2	0	0	0	0	0
7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275936	2	0	0	0	2	1	1	2	0	1	1	4	5	0	3	2	1	1
ENSG00000275939	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MRPL57P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3FP1	3	2	0	0	2	3	1	1	1	0	0	0	0	0	3	0	1	0
ENSG00000275948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6724-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAP1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275956	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1
ENSG00000275958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL210P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275963	0	1	0	0	1	0	1	1	0	4	6	9	14	14	7	18	5	8
ENSG00000275964	7	5	14	5	1	11	11	8	4	103	106	82	117	77	80	111	52	72
ENSG00000275965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6880	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000275968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SPDYE11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275981	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
SPACA7BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL327P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275993	62	54	39	70	43	60	62	35	63	15	13	12	10	12	11	20	7	6
SNORA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275995	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	1	1	0
SNORD27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000276003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276007	11	11	13	11	9	10	19	23	2	23	33	27	24	20	17	37	17	14
ENSG00000276012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL301P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP14	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
RNU12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4477A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276030	0	1	3	0	0	0	1	1	0	3	3	7	6	2	2	5	1	4
RN7SL197P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHRF1	3304	2317	2695	2427	2306	2680	2194	2783	1936	431	446	445	795	506	614	770	359	448
ORAI1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
DUX4L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL711P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IGKV2OR2-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN1P1	0	3	1	0	1	0	3	3	1	0	1	3	2	1	0	0	3	0
ENSG00000276063	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276071	14	19	10	9	10	7	7	5	7	10	14	17	19	7	22	13	9	10
ENSG00000276074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276075	10	5	7	6	3	6	8	2	4	11	15	15	18	6	9	18	11	12
ENSG00000276076	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
ENSG00000276077	3	5	6	2	5	4	0	7	4	2	3	6	4	3	1	9	5	5
MIR7156	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
MIR7976	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276087	0	0	0	0	0	0	0	0	1	7	2	3	2	2	7	4	2	0
RN7SL620P	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276092	0	0	0	1	0	0	1	1	0	0	1	0	1	0	3	0	0	0
ENSG00000276093	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
SNORA70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM230F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276097	1	0	0	1	0	1	0	2	0	0	0	0	1	1	0	0	2	0
ENSG00000276098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276101	6	6	10	5	8	5	10	2	4	30	38	52	40	28	35	58	25	29
MIR6747	1	2	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1
U4	2	1	1	1	0	0	0	1	0	2	4	2	6	2	6	7	0	3
ENSG00000276105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBS1-IT1	53	39	32	44	56	53	26	30	21	0	2	0	0	2	0	0	0	0
ENSG00000276109	1	0	0	0	0	0	0	0	0	2	0	3	0	1	5	4	0	2
ENSG00000276110	0	0	0	1	0	0	0	0	0	2	3	5	2	1	3	2	6	3
ENSG00000276115	16	10	10	16	9	14	19	12	9	9	15	17	23	9	13	21	8	9
FUT8-AS1	2	3	7	8	3	9	6	7	5	13	12	8	14	11	18	17	5	22
ENSG00000276118	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	5	1	0
OR13C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6855	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	1	0	0
ENSG00000276127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276128	0	0	0	0	0	0	0	0	0	6	10	4	6	7	4	9	3	2
ENSG00000276131	15	2	16	7	7	11	12	11	6	7	4	8	17	4	1	11	7	5
ENSG00000276136	0	1	3	0	0	0	0	0	0	5	6	3	9	2	5	8	2	2
MIR6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WHAMMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
ENSG00000276148	3	6	2	4	9	8	6	6	1	13	16	20	15	8	7	15	7	14
ENSG00000276149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGTLC5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA17B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276166	2	1	2	1	1	2	4	0	0	1	6	7	3	8	6	8	7	3
RN7SL1	494	516	652	312	241	884	433	311	91	123	227	422	741	182	488	874	191	244
MIR6871	0	2	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1
ENSG00000276170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMO2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276174	1	0	2	1	2	2	0	1	1	2	1	1	2	0	1	5	0	2
MIR6090	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	2	0	2	0	1	0	1	1	0	3	0	2	1	2	0
ENSG00000276179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C9	5	1	1	4	2	6	2	1	2	19	14	12	11	11	11	20	8	15
MIR6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276188	1	2	0	1	0	1	0	2	0	2	1	2	2	1	5	3	1	0
ENSG00000276189	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL820P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276216	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1
MIR8057	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000276223	0	0	1	1	1	0	1	2	0	1	4	0	2	0	2	1	0	2
ENSG00000276225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R6	10	6	8	6	12	5	6	5	2	0	0	0	0	0	0	0	0	0
ENSG00000276232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TADA2A	32	29	39	67	35	28	21	38	18	7	37	11	20	15	11	12	9	23
OR4E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276248	126	56	90	69	63	93	67	97	63	53	76	69	71	31	46	77	38	52
ENSG00000276250	1	1	2	1	0	1	3	0	0	5	4	9	16	6	7	3	6	6
ENSG00000276251	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	1	5	1
LINC02809	0	0	0	1	0	0	1	0	0	4	7	5	2	9	5	13	2	5
ENSG00000276256	16	17	15	9	13	5	18	3	8	40	76	60	90	67	71	112	43	50
ENSG00000276257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276261	2	0	0	2	0	2	0	1	0	4	8	2	5	2	2	6	2	3
ENSG00000276266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6799	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000276272	3	1	2	0	3	0	12	1	1	4	3	1	1	0	0	3	0	1
ENSG00000276277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL126P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276282	1	0	0	0	1	0	1	0	0	0	2	0	2	0	1	2	0	0
ENSG00000276289	3	4	2	0	7	2	4	1	1	0	0	0	0	0	0	0	0	0
RBBP4P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG1HP	0	0	0	2	0	0	1	0	0	1	0	6	0	2	0	3	4	0
ENSG00000276292	3	0	3	1	2	1	2	2	2	1	1	3	6	3	0	1	0	2
PIP4K2B	2	3	2	0	1	1	0	2	2	3	4	7	10	6	3	5	0	3
ENSG00000276294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276302	0	0	0	1	2	0	1	0	0	3	7	4	4	3	5	5	3	7
ENSG00000276304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276308	0	0	0	0	0	0	0	0	1	1	4	0	3	4	1	0	1	0
RN7SKP251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6511A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276317	7	3	9	1	1	6	4	3	4	0	0	1	1	0	0	1	1	0
GTF2IP8	0	0	0	1	1	1	2	3	0	1	1	0	0	2	0	0	0	0
MIR8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276334	27	19	23	21	14	26	16	27	12	87	91	76	119	57	70	118	45	56
ENSG00000276337	33	22	35	22	29	18	27	14	12	2	3	3	3	2	0	3	1	2
ENSG00000276345	14	13	11	13	11	18	411	18	2	8	7	11	7	7	11	18	2	11
ENSG00000276348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6858	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR145	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0
U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AC14	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	2
ENSG00000276375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U7	1	1	0	3	1	3	0	3	3	3	1	4	0	0	0	6	0	0
UBE2NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000276384	12	5	8	7	8	8	9	7	9	5	5	10	8	5	7	3	3	2
ENSG00000276385	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP3P2	19	22	17	15	28	44	12	26	12	0	0	0	0	0	0	1	0	0
ENSG00000276388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
